seq,workload,strategy,tenant_id,key,latency_ms,output_rows,files,file_ranges,build_parts_cost,scan_cost,elapsed_await,finish_time
7420,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,42e4d9a5-08d0-44aa-8dd0-0aeb8f34d34e,186,15,80,583,11ms,349ms,142ms,183ms
7440,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,3941ef25-aa55-4fa3-87c7-9d8c7e8672a9,32,14,82,585,9.6ms,57ms,18ms,28ms
7430,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,a775d6c6-79eb-49ad-9adc-81cbbda9570d,191,8,80,583,9.6ms,565ms,48ms,186ms
7450,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,31f163ef-a819-4e29-95e0-6631641105de,127,11,82,584,9.5ms,428ms,28ms,125ms
7460,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,5378f75c-a2bb-4df1-b719-a5a5646152f9,117,10,80,582,9.5ms,178ms,65ms,114ms
7470,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,f79ade63-d99d-456e-8528-d33a72b20d59,117,11,80,583,9.5ms,325ms,60ms,110ms
7480,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,66dc32a8-9665-4e12-aa7f-fec7cca3cc6f,75,17,80,582,21ms,178ms,89ms,69ms
7490,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,eaf79e35-61ef-4638-aab5-aca080423295,113,16,80,582,11ms,325ms,132ms,108ms
7500,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,db6f13f2-b40f-421e-8321-bf48984eacba,108,19,82,585,9.6ms,175ms,36ms,104ms
7520,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,01f301e5-24a2-4299-a0c5-8cd821368d3d,38,11,82,585,10ms,81ms,28ms,33ms
7510,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,bf62310c-b041-48cf-bed4-985d01b6a951,194,6,80,583,11ms,631ms,82ms,189ms
7530,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,48db73a2-682d-4454-aa6c-742d22b7078f,108,10,80,582,10ms,206ms,15ms,104ms
7540,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,b8d6a93d-75d0-429b-a543-fde29d9554df,85,11,80,583,11ms,192ms,53ms,82ms
7550,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,34da2561-9937-4020-92b2-0c1fa668297e,183,11,80,583,10ms,487ms,142ms,179ms
7560,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,83240dc7-3c18-470f-ad0c-8aeaae28872d,100,13,80,583,10ms,275ms,63ms,96ms
7570,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,309014d5-6f9c-4319-b117-e3728187f7a7,80,13,80,583,33ms,169ms,25ms,75ms
7580,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,bc97a934-9b9b-4cf0-80b8-0345fc2faa71,56,8,80,583,17ms,105ms,38ms,52ms
7590,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,f15d57e3-146e-4268-bf37-09700e6a5e93,44,14,82,585,10ms,120ms,57ms,40ms
7600,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,53cb58ac-cf8e-4368-a439-f63df7f2ae91,126,12,82,584,11ms,318ms,170ms,121ms
7610,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,6645449e-f334-48ad-a358-82c8c51dc656,70,14,80,582,9.8ms,136ms,37ms,66ms
7620,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,23812f3b-43a6-4e57-827e-887f21ffa744,83,9,82,585,8.7ms,208ms,43ms,78ms
7630,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,41439102-c338-465d-bee5-53723fa6c270,147,14,82,584,33ms,359ms,145ms,142ms
7640,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,fddb30c4-61eb-407b-9840-28d4a59b1810,60,16,80,583,10ms,88ms,23ms,55ms
7650,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,8a0af34f-4843-4847-bd4a-6de937409ea6,102,12,80,583,9.0ms,232ms,85ms,98ms
7660,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,9247df1a-bfa5-4ae6-8788-dd5fd5cf0245,165,8,80,583,11ms,445ms,142ms,160ms
7670,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,7658fe22-cc01-4402-add1-d23e9b892c1c,172,5,82,584,9.8ms,448ms,84ms,168ms
7680,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,2031ce11-535e-4a85-a3d6-9fff83e751ee,81,14,80,583,9.8ms,244ms,42ms,76ms
7690,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,958d6b60-e2f2-458b-a9b3-e417fc3e8f77,77,14,80,582,9.6ms,197ms,76ms,74ms
7710,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,b1959c32-2731-4556-abcf-3b759a5aa747,47,13,82,585,9.4ms,123ms,40ms,43ms
7700,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,7240c3af-aa4a-43f9-9dc7-aa7bef8769d4,158,7,80,583,9.9ms,307ms,95ms,155ms
7720,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,8746402e-9e64-408d-85df-91c4c299d1ea,138,10,80,582,9.8ms,435ms,87ms,132ms
7730,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,93f90d16-4d8f-48b5-83ab-c2399052cf2f,121,16,80,582,9.1ms,352ms,50ms,117ms
7740,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,22e05731-9429-4283-a136-214383d67672,84,9,82,585,8.5ms,135ms,30ms,80ms
7750,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,cd7cb7d7-9d38-4f2b-9209-2ec05f759917,125,15,80,582,9.7ms,408ms,54ms,121ms
7760,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,0ec29985-ba09-4f95-a715-cf63e9d756e6,94,9,82,585,8.8ms,166ms,79ms,91ms
7770,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,8a298389-5442-4684-8ccc-55ca86e5d643,94,16,80,583,8.6ms,167ms,22ms,90ms
7780,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,c300437f-fe32-4858-a164-7d4f22643e30,79,10,82,585,9.8ms,245ms,45ms,75ms
7790,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,79724199-d793-49db-9789-1dcceefb5c55,115,16,80,583,13ms,197ms,54ms,111ms
7810,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,aa8684ea-79ed-4721-bb2b-663591ade2df,86,18,80,583,8.8ms,248ms,95ms,81ms
7800,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,ecab37ae-0d05-4f01-9d47-400bb1ec77a5,313,11,82,584,11ms,926ms,277ms,309ms
7830,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,745115ed-0eba-4b15-969d-8786a2cc926b,46,20,80,583,8.8ms,105ms,30ms,42ms
7820,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,c114bffb-ce56-481f-9877-0a93d963b568,185,14,80,582,10ms,257ms,90ms,181ms
7840,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,13b48a4e-bc92-40d5-bbe4-e2e3a85068ad,109,12,80,583,9.6ms,248ms,39ms,106ms
7850,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,c9f60bb8-9cb5-4051-8efa-7f60470c74d8,146,9,80,582,12ms,367ms,78ms,142ms
7860,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,f5749416-c765-4383-81e1-506ef495c478,87,11,80,583,13ms,146ms,95ms,83ms
7880,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,4e29c137-09c1-41f2-a15b-ae912f726fa6,181,11,80,582,12ms,502ms,219ms,178ms
7890,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,d69fb290-cddc-4f2a-a381-e0ef751e527f,48,12,80,583,12ms,143ms,56ms,42ms
7870,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,92aa63a7-7dc7-438c-965a-b1d6c4f0d271,346,15,80,583,42ms,1.01s,322ms,343ms
7900,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,95fcd381-a4db-4001-834b-6cfbd6b7bf7a,196,16,80,583,9.9ms,589ms,157ms,193ms
7910,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,b15ecd7d-5194-47bc-895f-78e8f801b595,79,11,82,585,15ms,203ms,58ms,74ms
7920,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,978fd3d5-8a67-4424-8222-005e55add38b,39,10,80,583,9.7ms,71ms,44ms,34ms
7940,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,367eafec-59c8-45cf-a55b-a921132506cd,54,18,82,585,9.4ms,128ms,21ms,49ms
7930,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,38acb31b-431f-42c1-be98-322886348133,177,8,80,583,32ms,594ms,63ms,174ms
7960,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,48a46493-edb7-4bcf-a34d-1bf0ebe97f63,100,15,80,583,53ms,300ms,108ms,94ms
7950,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,7d534ded-6629-4965-af7f-4284d22c0f69,204,11,80,583,9.7ms,611ms,107ms,201ms
7970,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,92fc7c5c-63ad-43a8-aa2a-0d3df8d67161,79,13,82,584,9.6ms,141ms,87ms,73ms
7980,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,428c36cc-2726-4136-8da4-7ba14f284d6d,59,6,82,585,11ms,86ms,43ms,55ms
7990,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,d99771a8-0c3b-429a-aefc-7d21776b0c89,150,10,80,583,9.1ms,252ms,149ms,144ms
8000,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,513d9550-4c41-4c6d-a483-ef3bf5be7a6b,105,21,80,583,7.9ms,265ms,122ms,102ms
8010,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,010bc7c2-09d0-4fc8-abd4-7b4e6adfbc8c,56,17,80,583,33ms,138ms,40ms,52ms
8020,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,e0368a69-9c84-4754-8f50-a1656f662b0c,44,11,82,584,10ms,133ms,56ms,39ms
8030,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,1bd767d0-b85a-4f50-b379-c821e8aeaff1,126,9,82,585,9.9ms,210ms,43ms,122ms
8040,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,1f1be87a-06fe-45e3-bb13-26b8a408cec2,140,15,82,585,10ms,344ms,74ms,136ms
8060,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,1c0c3dd2-2be2-45f9-844b-2c23d84711f1,56,11,80,583,11ms,159ms,43ms,52ms
8050,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,bf9c46db-3cc8-4227-8a49-f1a8b5d5b773,188,16,80,582,9.0ms,571ms,98ms,183ms
8070,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,2d78bca5-7ac7-4c19-809f-c29f2de77e3a,120,17,80,583,10ms,163ms,70ms,115ms
8080,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,22e121b2-87c0-409b-a37f-ac27019e8d95,144,13,80,583,8.6ms,370ms,46ms,140ms
8090,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,72f02dd4-5839-4800-8130-d1b2b3c0fc66,118,14,80,582,9.8ms,288ms,66ms,113ms
8100,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,31f6da70-a559-4143-ba9d-491b4b6b936b,126,9,80,583,9.5ms,266ms,13ms,123ms
8110,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,045f099b-e336-42dc-a8b6-a83e6ce9a1a5,154,8,80,583,8.3ms,421ms,39ms,149ms
8120,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,abf79954-8159-4d38-9582-90c3be750997,46,16,80,583,11ms,101ms,29ms,42ms
8130,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,77f3ec32-a8ea-4959-bbec-c8d48c1f24e6,183,10,82,585,8.8ms,303ms,83ms,178ms
8140,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,03f7e6dd-2419-43ab-9ead-5b851d5abd58,96,15,80,583,65ms,340ms,66ms,91ms
8150,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,b4801595-2935-4d9c-b8c0-9cb04c408925,128,15,82,585,9.0ms,221ms,54ms,124ms
8160,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,c7ab670a-830f-4925-8705-76a600ae11ac,191,8,82,584,10ms,260ms,142ms,186ms
8170,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,824409a5-9e71-4457-8182-793083c67095,160,12,80,582,8.7ms,229ms,150ms,155ms
8180,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,aac66aa0-b1dd-419a-a5ce-8b5c4f08e1fc,76,11,80,583,13ms,227ms,108ms,71ms
8190,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,908dce6d-65c1-4d28-a66d-f87d36e03610,188,10,80,582,9.9ms,440ms,76ms,183ms
8200,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,be8ab9f0-fcde-4968-a7bd-030f9937baff,56,7,82,585,11ms,187ms,12ms,52ms
8210,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,3adc0adf-8a54-44a3-94fd-28b2ee21226d,33,15,82,585,11ms,43ms,19ms,28ms
8220,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,bf9a38e1-5ebf-4394-9280-0211ad1a3af0,39,11,80,583,9.4ms,48ms,23ms,35ms
8230,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,33abd80b-ac22-46b8-acde-03171f75db1c,43,14,80,583,15ms,131ms,10ms,39ms
8240,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,3dcf2711-a0ad-495f-81d8-21467c170657,115,12,82,584,9.1ms,300ms,98ms,110ms
8250,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,86f52b58-89d8-48c4-8d18-04070bed2f5f,176,12,80,582,51ms,599ms,90ms,172ms
8270,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,e9064efc-3f65-40c2-bb34-7bdd12323521,64,12,80,583,10ms,112ms,20ms,60ms
8260,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,fa64f6cd-cc2f-4666-a087-78449ae38e89,225,10,82,584,13ms,807ms,194ms,220ms
8280,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,20fdbe30-59ec-40d7-8090-6005606dde35,60,8,80,583,8.9ms,162ms,38ms,56ms
8290,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,f1b61ddf-d35d-4593-aec5-0a6b9f7317b4,220,9,80,583,9.9ms,526ms,83ms,217ms
8310,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,3695f69f-b5f5-4ce6-bb3d-1fd88da8e947,58,18,80,583,56ms,194ms,17ms,54ms
8300,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,5c5724f9-46db-414a-bfd7-f27da380d684,184,9,80,583,10ms,434ms,151ms,179ms
8320,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,3d23cd7a-e19a-4332-a0e6-ae541dc5632e,124,16,80,583,31ms,288ms,113ms,119ms
8340,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,2ff032ef-4cbf-44e2-9dcc-89f6f23cbb19,126,9,80,583,8.6ms,379ms,65ms,122ms
8330,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,36aca61e-eb0d-442b-9a72-9ae4ecde3cfa,298,13,80,583,10ms,810ms,165ms,294ms
8350,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,c66da168-2ae6-4466-98c4-9ed35ea93fbb,54,13,80,582,8.6ms,152ms,24ms,50ms
8360,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,9af15adb-efc2-42f7-b001-e5936af0bf48,169,14,82,584,9.6ms,334ms,47ms,163ms
8370,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,d747f907-6905-4a4e-88b0-c3641ff73a63,118,12,80,583,11ms,272ms,129ms,113ms
8380,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,6af55891-db12-4e9d-9413-5ad1fee60240,182,8,80,583,8.9ms,210ms,131ms,177ms
8390,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,972074df-2b56-40fb-b05d-291d677d5dc2,204,10,80,583,11ms,504ms,156ms,201ms
8400,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,596d701d-c2cc-4fe1-8fd6-bbf2d6bbcbef,136,14,80,583,13ms,299ms,61ms,128ms
8410,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,5736a483-1858-40c8-bdc8-9935aafe3db6,123,12,80,583,10ms,193ms,82ms,116ms
8420,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,21d1924a-9f17-4b90-9f61-565c3eb0c416,55,13,82,585,9.7ms,68ms,37ms,52ms
8430,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,f12c2ef3-308c-4165-8d82-86fcbcaea80f,184,10,80,583,9.6ms,437ms,96ms,180ms
8440,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,1c31b859-3419-47c8-b4aa-2428e89b9c71,118,15,82,584,8.5ms,210ms,141ms,109ms
8450,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,373436a2-2dea-4bda-a0b6-083917823e9b,99,11,82,584,9.1ms,144ms,50ms,95ms
8460,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,d20da6b0-d1a3-43c5-a69b-45bab496e30a,49,12,80,583,11ms,55ms,18ms,45ms
8480,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,1c4bf97d-5864-4a98-ac3a-a0ddb07159a0,38,10,82,585,11ms,112ms,35ms,34ms
8470,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,733c579b-5d6f-4978-b916-f6434a2aa1d8,271,12,80,583,10.0ms,816ms,126ms,265ms
8490,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,64e98f80-e74a-4699-bc1b-c02498f24fa4,106,19,80,583,9.9ms,238ms,63ms,98ms
8500,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,35597e72-e88c-4c81-bc12-e7a0c94b99d2,210,8,80,582,9.8ms,399ms,90ms,205ms
8510,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,08062c3e-1473-49d5-87a4-0f170fa22329,56,13,82,585,13ms,146ms,42ms,52ms
8520,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,4349d4d3-92d9-4e56-96a3-81a155ea5572,149,12,80,583,9.9ms,473ms,152ms,142ms
8530,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,b6c5601c-8a6c-4d56-a335-40cb55f020d7,123,12,82,585,12ms,279ms,116ms,118ms
8540,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,10eda8e0-8150-45da-88a6-7703184bdfe3,42,12,80,583,12ms,63ms,14ms,36ms
8550,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,56a58058-ef76-4393-a284-cfb9b4214fe1,77,12,82,585,11ms,141ms,21ms,72ms
8560,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,5c6186ba-75e7-4eee-a38f-a89a7fee2e20,138,9,82,584,9.2ms,121ms,26ms,134ms
8570,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,d94998b8-ad70-4a78-af0b-312cf642a994,193,11,82,584,11ms,589ms,156ms,189ms
8580,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,9e9fea55-f2e7-493d-9e0a-22e48095c8b1,77,14,80,583,9.8ms,265ms,19ms,72ms
8590,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,c8c17cbe-947d-4ed9-aa45-99be6284e500,83,10,80,583,19ms,195ms,39ms,78ms
8600,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,944a4fe2-aef2-4960-91b0-258245fa6a60,74,12,82,585,10ms,124ms,42ms,70ms
8610,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,8ee86b60-ff36-4e4f-ad68-a33c2380c85c,79,12,80,583,9.9ms,160ms,94ms,75ms
8620,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,451afbda-3fb2-4f7b-9f2b-820b5a3179d1,68,9,80,583,9.6ms,178ms,67ms,61ms
8630,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,ec4d569c-9d4b-4286-96e5-4f2bfaa819b7,171,5,82,585,9.7ms,156ms,21ms,167ms
8640,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,1a3c7371-3b5d-4d2f-be54-deefe468ad9e,162,7,80,583,9.7ms,459ms,90ms,157ms
8650,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,8f10a386-b0ec-43fc-8e94-2fe941848c6f,139,15,80,582,10.0ms,334ms,98ms,133ms
8660,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,c4d52a83-129e-43cb-bfba-768e7b6f5c0d,107,10,80,583,9.8ms,293ms,72ms,102ms
8670,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,d2862ef9-faa0-4a2f-972b-ce9bc5ade062,190,6,82,584,12ms,333ms,111ms,185ms
8680,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,bcd3bf27-3b2d-40f9-a5b3-e50e99605a29,230,17,80,583,12ms,564ms,106ms,226ms
8690,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,24cbe385-6be3-4917-8174-348465bfd701,52,11,80,583,8.7ms,159ms,20ms,48ms
8700,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,b34c8d27-bbac-4b5f-b066-19fa032a94dd,128,14,80,583,12ms,388ms,73ms,124ms
8710,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,2a6de173-49b9-43ec-8122-5c14ab4fbd67,58,13,82,585,10ms,110ms,30ms,54ms
8720,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,2dfa84c8-63e1-41c5-bc99-83861163074e,167,11,80,582,9.5ms,485ms,75ms,161ms
8730,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,18e88d60-e95c-4847-8323-de7b5bcb531b,182,11,82,584,11ms,442ms,64ms,177ms
8750,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,d97198f9-ede3-4b95-8011-b7f5d9602f0c,59,8,82,585,9.7ms,135ms,37ms,55ms
8740,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,2ba4dae5-06b7-40f9-9f56-133ef4f2c9db,213,9,82,584,23ms,430ms,113ms,209ms
8760,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,f534b850-b1a8-4de3-9949-47e5ac7dffb5,138,7,80,582,9.2ms,390ms,67ms,133ms
8770,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,d58376ea-69df-4e79-ba17-493daf943fd7,148,14,80,583,11ms,179ms,39ms,144ms
8780,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,798f553f-86fc-4a03-9c2b-1957e5a44c68,117,14,80,583,9.1ms,200ms,102ms,113ms
8790,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,e69bfa78-ce23-4d28-a6b1-8e86402a74fe,124,13,80,582,9.5ms,175ms,88ms,119ms
8800,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,606994cf-5e39-41bc-8b76-42fceb1fd633,34,8,82,584,10ms,56ms,24ms,30ms
8810,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,68d1fc34-5b37-4f9c-9cfa-dad1742b26e5,71,13,80,583,9.6ms,80ms,24ms,63ms
8820,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,ffe0390c-8ed5-40be-8c7e-6b31339e523d,154,9,80,583,10ms,303ms,85ms,150ms
8830,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,acbcbb3c-5e52-41fc-831c-80a9afa03b95,90,11,82,585,11ms,253ms,52ms,86ms
8840,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,2957050c-9f43-4ecb-8bc9-42b1629e47bd,126,11,80,583,23ms,322ms,44ms,122ms
8850,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,00ceebc6-6233-40b5-8e55-80228e9b6be4,69,9,80,583,10ms,193ms,84ms,65ms
8860,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,8d7325ff-1653-4994-b721-03e53a52261a,93,19,80,583,9.2ms,217ms,99ms,89ms
8870,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,1bbaaf14-55a5-42fb-be24-d97b659e766f,58,13,80,583,10ms,126ms,36ms,54ms
8880,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,bdc6de91-1417-474c-bb0c-53b346ca8d22,105,10,80,583,9.7ms,356ms,121ms,99ms
8890,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,071cfc9d-5ec9-4ebe-80cd-803dc7d17ca0,122,5,80,583,52ms,368ms,141ms,117ms
