seq,workload,strategy,tenant_id,key,latency_ms,output_rows,files,file_ranges,build_parts_cost,scan_cost,elapsed_await,finish_time
960,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,63fd3267-5932-4b9c-8e36-21fd2dcb139a,106,17,80,583,9.7ms,178ms,28ms,103ms
970,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,19b9219c-c917-4661-be58-6f0f67e14e93,125,10,82,584,12ms,332ms,134ms,122ms
980,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,55c2cce1-36d4-41bd-bff0-2586ea32e967,87,11,80,583,10.0ms,115ms,34ms,82ms
990,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,2bea38a4-d9a4-48f1-94f7-33233f1d0b87,94,16,80,583,9.2ms,102ms,48ms,89ms
1000,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,60ecf5ff-cd29-4d1f-9035-0858f0d9fda7,181,9,82,585,10ms,471ms,122ms,176ms
1010,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,2d0a5c8d-bc03-4940-9533-8c927839d01f,97,8,80,582,8.8ms,170ms,67ms,93ms
1020,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,6e21e273-9eca-4e3a-9045-64cd7e6486be,103,17,82,584,11ms,296ms,55ms,98ms
1030,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,6dbc393f-e575-40b8-8813-70ed25af49d2,130,15,80,582,10ms,256ms,40ms,126ms
1040,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,84e0b807-fdc5-4888-999e-ca359d7e7232,110,13,82,584,13ms,343ms,137ms,106ms
1050,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,84235867-798b-4577-b46f-e7e4f04cbf83,64,4,80,582,9.6ms,130ms,20ms,60ms
1070,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,19a7a3d5-7a91-4cc1-a806-59ba71a1fa6f,68,8,82,584,9.3ms,148ms,44ms,65ms
1060,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,a92d0b34-25da-46e9-b6e4-e4639fc9ef57,167,13,80,583,13ms,475ms,74ms,162ms
1080,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,eafa9cbd-b5af-4a2d-97d3-2227bd29be9a,81,8,80,583,10.0ms,149ms,82ms,77ms
1090,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,1badffc2-9ffc-4540-9989-06a64224f964,198,11,80,583,9.6ms,493ms,164ms,192ms
1100,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,c162cba9-27d1-4159-9586-7a4c94e4b1e5,100,15,80,583,10ms,222ms,82ms,96ms
1110,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,58c02eda-fff7-402a-b900-070de1c029d7,90,5,80,582,9.4ms,162ms,53ms,85ms
1120,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,b3c03bf2-6302-40e5-bc21-bb334fe180c1,104,17,80,582,10ms,336ms,56ms,100ms
1130,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,00bcc8bc-d3c4-40ec-bf82-e6d7bf3e2e6b,83,14,80,583,11ms,189ms,99ms,78ms
1140,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,25041203-f3e9-475c-867f-39b0e37b2bb3,103,17,80,583,8.9ms,224ms,125ms,99ms
1150,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,d565fb04-27e5-4b66-880b-8d4d5d6e7649,79,12,80,583,8.4ms,152ms,26ms,74ms
1160,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,1a15ac03-8e85-495b-b9b6-cb7123a36772,72,13,82,585,14ms,233ms,13ms,68ms
1170,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,ca05ea0e-81d2-4cfc-b1f8-0a39fbfde037,89,13,80,583,9.2ms,175ms,23ms,86ms
1180,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,9e63234c-86e9-4e54-a0ad-343dfece1771,124,11,80,582,10ms,331ms,45ms,120ms
1190,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,dc88c0ca-58b9-4877-908c-f0af8c043065,93,14,80,582,9.3ms,236ms,31ms,89ms
1210,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,06224152-d0dc-45aa-b6ab-2c0330896d51,48,17,80,583,9.7ms,93ms,13ms,44ms
1200,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,5e14e906-0961-4ecd-be64-4ff86070a6fe,216,8,82,585,9.2ms,497ms,92ms,211ms
1220,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,78906d05-a5b2-49fa-9c2e-e53e64be883b,59,8,80,582,10ms,139ms,38ms,54ms
1230,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,d251efa9-4672-42f7-ba9a-41afa8cbae06,117,8,80,583,9.7ms,277ms,27ms,111ms
1240,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,47854f5a-d4a7-4fa3-b7ed-6c46b068231c,62,13,80,583,9.1ms,149ms,42ms,58ms
1250,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,b255e224-3c85-47a1-9026-c2be2273209a,101,14,82,584,10ms,318ms,53ms,96ms
1260,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,507dc688-f0d2-4b63-9af4-590eca899f86,106,10,80,583,9.6ms,371ms,46ms,102ms
1270,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,f8847908-a66c-412d-946a-1659ecee6f51,236,9,82,584,10ms,477ms,134ms,230ms
1280,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,b2485ede-404c-41d6-8917-adc07b5ff31e,122,12,80,582,9.4ms,273ms,100ms,118ms
1290,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,3bfd5823-63e9-4ffa-b4c6-f7458f3baf66,91,10,80,582,8.8ms,173ms,59ms,87ms
1300,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,5882437c-7045-4e44-aa4c-dd5d32ce9e21,90,13,82,584,9.3ms,230ms,90ms,86ms
1310,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,a2a42cd4-7a64-4bfd-96a7-cbcff403e71b,91,19,80,583,9.9ms,125ms,64ms,86ms
1320,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,c8eabc35-f597-476c-be2e-708736c4ccb2,74,13,80,583,8.8ms,246ms,27ms,68ms
1330,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,05daf115-9274-45af-ab87-8465ee5d7570,156,6,80,583,11ms,380ms,37ms,152ms
1340,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,06b38fb5-226c-4151-8782-156901319adc,92,14,80,583,11ms,113ms,47ms,88ms
1350,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,91a02335-80cc-4dda-9240-7849c3e05b7c,107,7,80,583,9.5ms,171ms,58ms,102ms
1360,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,6b8e85f8-395e-4db8-a2bf-ccb849314940,90,11,80,583,9.5ms,304ms,64ms,87ms
1380,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,4913586f-2cd4-48a2-a520-70982c3328f7,59,13,82,585,11ms,126ms,13ms,56ms
1370,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,21389b1f-bfac-4a0c-a5b3-d6f6448b4de9,206,12,82,584,11ms,579ms,118ms,202ms
1390,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,4a3c00de-66a1-4d48-a449-590cee7559d2,40,14,80,583,12ms,53ms,19ms,36ms
1400,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,d7747e32-69e3-4182-bb5d-aa682c29d45a,99,8,80,583,12ms,196ms,55ms,92ms
1410,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,87dd30f1-b408-47c8-b3e2-5608f43f66f9,93,15,80,583,9.9ms,198ms,68ms,89ms
1420,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,301cbb5c-dca5-46f8-b1c5-60f181d9dbad,84,8,80,583,9.4ms,200ms,97ms,79ms
1430,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,4642cf84-80b8-47a2-ae8e-f0ece8cc3f68,163,4,80,583,10ms,450ms,114ms,159ms
1440,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,d2a349c9-4d5e-4269-a9ee-5dcfbb4d1406,63,15,82,585,10ms,156ms,42ms,60ms
1450,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,514f9f2a-6616-4a3d-86ad-a7ff97e238d5,58,13,80,583,11ms,128ms,19ms,53ms
1460,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,e4559259-4266-43d1-98dd-bf83fc882dda,121,10,80,583,13ms,324ms,42ms,117ms
1470,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,5b23d567-ffcd-41fe-a1f9-5872fada8d15,64,12,80,583,11ms,124ms,37ms,60ms
1480,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,6de8b4ac-4276-477d-8196-9c1b6c7e28b7,127,12,80,583,22ms,369ms,158ms,121ms
1490,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,b177226e-58a1-4d8b-9df2-dca62c85fec8,71,12,82,585,9.6ms,113ms,13ms,67ms
1510,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,082b9a10-4d59-4082-8213-c2234a385833,85,12,80,583,14ms,105ms,55ms,82ms
1500,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,5e6e0a3e-113d-41ab-b8ed-1b99a68311a7,167,13,80,582,9.7ms,529ms,121ms,163ms
1520,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,5a987e3b-3c70-48e0-91a3-2ba58b3b559e,110,7,80,583,12ms,261ms,45ms,102ms
1530,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,acdecf0b-16e6-4115-93fa-31a3ff24fea8,109,13,80,582,12ms,260ms,122ms,104ms
1540,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,dd1b1822-0e3c-42c4-b7b5-72fdaaae6adf,49,14,82,585,11ms,128ms,49ms,45ms
1550,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,df7e6f9d-1828-4e44-98b5-196f47cb76f2,58,7,82,585,9.3ms,69ms,39ms,54ms
1560,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,52f66597-edad-4708-9803-63f48af50663,46,13,80,582,9.8ms,91ms,23ms,41ms
1570,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,63142b6c-8da4-4048-a6a6-225a85b20936,203,11,82,584,36ms,653ms,133ms,198ms
1580,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,ebd0c9e0-da5b-4f5c-9e52-af28358266c8,154,9,80,583,14ms,253ms,67ms,150ms
1590,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,6ce54a60-79c4-4251-90ef-43d17c0a09b1,99,15,80,583,10ms,138ms,108ms,94ms
1600,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,e699f3ce-c8ce-4906-bd79-38719be0cbbf,75,10,82,585,9.1ms,197ms,65ms,72ms
1610,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,4a0ef745-b280-40f5-b6ff-51c63cf1a683,96,11,82,585,10ms,226ms,26ms,93ms
1620,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,2e337d45-a96b-4a4b-860d-4816a83e3553,96,13,82,584,12ms,191ms,67ms,92ms
1630,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,2ab0417a-f516-4c93-84ad-1982ae1d58f8,88,12,80,583,10ms,195ms,22ms,84ms
1640,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,b1a82b79-b896-4afb-abd1-7ebd1a7955c4,139,11,80,583,10ms,472ms,104ms,135ms
1650,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,82786149-02a2-4893-a809-4d53aa712c1a,133,11,80,583,10ms,190ms,90ms,127ms
1660,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,2e0e9ebd-7f4b-41f3-8849-ca72a64754cf,162,11,80,582,48ms,371ms,181ms,158ms
1670,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,0fe8623a-e97b-4e83-8ece-7ccdc1261ef7,161,10,80,583,11ms,368ms,93ms,156ms
1680,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,c79086be-f773-4d55-8bbf-80eacc2f0654,80,9,80,583,9.5ms,220ms,22ms,72ms
1690,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,3252dbd9-8dbe-444b-a38b-f5f2d1d92e2b,131,6,82,584,31ms,281ms,51ms,127ms
1700,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,6a28a1b4-a962-4a79-9e0f-392c34279898,58,7,82,585,10ms,79ms,35ms,54ms
1710,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,1af9cd8e-04bc-4095-87d4-081add2dc594,133,18,80,583,10ms,317ms,118ms,128ms
1720,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,1e764b0c-e342-43e0-b39a-4efa6dec05f6,82,10,80,583,12ms,180ms,76ms,78ms
1730,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,5920771c-53fb-430c-8a3b-62cdd31b15d1,68,15,80,583,10ms,118ms,40ms,63ms
1740,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,ee36f52f-aa2b-44d1-8b6b-c18f255d34a0,63,13,82,585,10ms,112ms,39ms,59ms
1750,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,e2774984-f4f3-4292-a7ec-a9fc459be078,149,8,80,583,12ms,380ms,76ms,144ms
1760,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,c0a47529-0f69-42f2-8c45-7b42cce10e6b,105,5,80,582,10ms,321ms,143ms,100ms
1770,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,65e6d0b1-e979-4d6c-a15c-a73644ba7787,101,6,82,585,11ms,233ms,77ms,95ms
1780,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,ed4c494f-7a0c-48a9-a9ce-07fb84824eb4,73,11,80,583,9.6ms,139ms,45ms,69ms
1790,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,6a383f5f-e6c7-413e-866f-5f0d2c576052,90,18,80,583,9.9ms,208ms,53ms,87ms
1800,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,2e825a62-fcdb-4189-94bf-0a717a3d5013,95,9,82,585,9.5ms,248ms,95ms,91ms
1810,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,045814a5-1d13-45b9-bb15-21bc3f4d3519,38,17,80,583,10ms,51ms,17ms,33ms
1820,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,ff1e49f2-654f-4fcc-8d01-ff0e721fb6fc,92,6,80,582,8.5ms,257ms,128ms,87ms
1830,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,85b24dc2-ef50-41a7-80c3-18fe8571553c,131,11,80,583,11ms,352ms,99ms,127ms
1840,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,02bfd6d1-2863-4d93-8f9c-c8d88d231e09,103,21,80,583,10ms,220ms,78ms,100ms
1850,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,33074999-7339-4927-8d2a-badf3e2df346,82,11,80,583,10ms,132ms,40ms,78ms
1860,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,886c2b74-c763-4225-bae9-673e72854c4a,133,5,80,583,12ms,225ms,21ms,128ms
1870,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,0e50e554-922d-43b4-a428-bfb66a785ae2,106,15,82,584,10ms,155ms,74ms,101ms
1880,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,510000a8-8841-456d-adea-e54c7ceae5e4,81,11,82,584,9.7ms,202ms,32ms,78ms
1890,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,fe6c5987-02ab-494d-a97b-8dc41717d443,68,10,80,583,9.2ms,214ms,31ms,64ms
1900,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,a35b3ac9-4b8a-4406-b1dc-4812528772db,144,9,82,584,12ms,251ms,60ms,140ms
1920,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,b5044325-c938-431a-b26c-ce4707688d62,123,12,80,583,8.8ms,131ms,42ms,117ms
1910,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,7022e59f-07af-48d6-9f1e-1c6aaf3cf9f5,248,12,82,584,11ms,439ms,221ms,244ms
1930,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,9970c742-1a56-4e15-8d9f-268754efe1c5,96,10,80,582,11ms,232ms,110ms,92ms
1950,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,126c2f65-1452-4282-9e2c-86bf4c40a9da,67,13,82,585,9.9ms,120ms,16ms,62ms
1940,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,b3f80f14-0e19-44c2-8996-848cfa6e8b98,170,10,82,584,27ms,465ms,144ms,165ms
1960,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,49d03288-eafe-45cc-9d51-382994810aa1,76,15,80,583,9.1ms,95ms,23ms,70ms
1970,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,395e5193-251d-474f-a353-4e85da0d1f16,67,9,82,585,10ms,152ms,45ms,64ms
1980,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,99fd709a-aead-4cde-a597-3c85fc6a4c1f,55,20,82,585,10ms,126ms,50ms,51ms
1990,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,c018d4fd-1de7-46f3-ad79-018c2d61d571,100,15,80,583,10ms,133ms,89ms,93ms
2000,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,438b7678-f626-4fef-ac54-ce6d2fdfb815,237,10,80,582,8.0ms,595ms,54ms,232ms
2010,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,671e3a87-06c5-40ac-8568-a17362769bf4,212,8,80,583,11ms,328ms,156ms,206ms
2020,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,29d2016c-5e0b-4fb2-8651-2662af83270e,38,17,80,583,12ms,51ms,13ms,34ms
2030,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,41bf55c5-ea86-4294-a2fa-0218234557dd,52,11,82,585,10ms,79ms,21ms,48ms
2040,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,8e422fda-5783-44ca-92d5-2895dc97074f,167,15,80,583,10ms,267ms,143ms,163ms
2050,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,5cbde29c-81b6-4b4e-90f6-c41a8c4b2686,55,11,80,583,12ms,178ms,64ms,51ms
2060,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,8c594f8e-1fc1-4526-abc7-dec7679e9149,52,12,80,583,13ms,167ms,19ms,47ms
2070,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,35836dd6-a640-4328-9f18-68deea9b0508,144,10,82,585,14ms,210ms,70ms,140ms
2080,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,83be36c2-4ec4-4934-bf66-00d3fcd83611,105,18,82,585,19ms,296ms,60ms,101ms
2090,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,d70f0829-e148-404a-a3d7-42e7f4d84ace,216,12,82,585,9.5ms,602ms,134ms,210ms
2100,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,d516dee6-21fe-4793-9cba-e22c89ac3cca,74,12,80,583,10ms,97ms,58ms,70ms
2110,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,2fe33246-9d49-4643-8ce7-0af9230438bf,95,11,82,584,11ms,180ms,73ms,92ms
2120,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,6a02740a-0d73-4b03-b67b-a0d2dc79d4d8,83,9,80,583,13ms,131ms,37ms,76ms
2130,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,b06e325c-850e-42cf-b8ad-67f908c355a5,42,13,80,583,13ms,127ms,48ms,38ms
2140,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,a516c19d-2e97-48b4-826f-6c322779adaf,80,14,80,583,9.8ms,178ms,41ms,77ms
2150,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,04f4e703-63a1-4db9-a1e6-ac7525124b76,63,11,82,584,10ms,161ms,47ms,60ms
2160,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,82d680c2-9901-4d1a-af94-03d52d428317,118,18,80,582,9.7ms,279ms,51ms,115ms
2170,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,5f10c906-5794-4785-8148-52f3de589bf5,126,18,80,582,11ms,305ms,88ms,122ms
2180,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,9e879b1d-5056-4e39-af30-1ef031b785ed,75,20,80,583,9.2ms,123ms,21ms,72ms
2190,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,8ce8f07d-a2c5-424b-9065-da5c1c8d2a21,105,11,80,582,30ms,320ms,47ms,102ms
2200,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,fa44126e-61e3-4807-9667-23486c233126,88,15,82,584,11ms,261ms,62ms,78ms
2210,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,5b969f74-6a87-42dc-81bd-2fc7da2bb0b3,56,11,82,585,8.9ms,117ms,29ms,49ms
2220,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,de454401-dd98-4c8f-b9a9-6209e7ec2608,115,15,80,583,9.8ms,337ms,67ms,112ms
2230,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,f84ee50e-64a3-489c-b443-5091cc0db59f,159,11,80,583,11ms,398ms,213ms,154ms
2240,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,7327c88d-d275-429c-b8e7-32700bc0fafd,146,10,80,582,9.6ms,451ms,127ms,142ms
2250,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,d0de68f8-6a5e-4779-a6ff-3c39362154c1,99,10,80,582,10ms,272ms,161ms,95ms
2260,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,cd3c3560-80f2-4d3b-9a88-5b7bd7b46e1b,78,14,82,585,9.9ms,161ms,43ms,74ms
2270,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,dab39b4b-078c-4910-990b-d79b03b84cd0,77,8,80,583,12ms,166ms,55ms,73ms
2280,q-conv-clustered,b,d0e931bf-8378-4377-b448-32cdcd142fca,e0e2bc69-653b-4884-bbee-e7401b0c5b29,100,14,80,582,8.5ms,215ms,48ms,96ms
2290,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,6231add6-e621-4735-9136-c3bfb3076e69,196,11,82,585,9.6ms,501ms,94ms,193ms
2310,q-conv-clustered,b,eee42173-a8dc-4a3f-be3d-79f44dada5b3,4866149b-c04c-420f-aa7d-9747621b83dc,70,8,80,583,11ms,175ms,42ms,65ms
2300,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,fc15cae6-ea6a-413f-9a6d-b980a6787366,276,10,82,585,11ms,590ms,194ms,271ms
2320,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,258d6972-bad6-48b7-844f-42c4e1c22bb6,139,12,80,583,10ms,407ms,124ms,133ms
2340,q-conv-clustered,b,c8b9a016-520f-4f67-a382-3a944aa907fb,1a6ad8b9-dfba-485f-8c04-ef60566e37d9,40,12,80,583,11ms,51ms,13ms,32ms
2330,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,a0474d26-b456-4f7c-9a83-1148bac45c6e,161,17,80,583,8.7ms,454ms,167ms,156ms
2350,q-conv-clustered,b,ab7c56b6-9c1e-4dc5-8f25-0eb5644ae210,7a18df6b-d9e2-4ee7-82d5-b6d138cd69ba,209,6,82,585,9.9ms,552ms,91ms,202ms
2360,q-conv-clustered,b,11eaa9c3-4b8f-45e3-b426-78c6d8e7e252,4b02e483-81db-482c-af94-5aa6a496be25,198,14,80,583,8.9ms,321ms,108ms,194ms
2370,q-conv-clustered,b,c44dc1fc-8f74-43dd-9566-d8b2be710def,f52e8d14-1984-4e65-8265-763e374bfb2a,114,13,80,583,12ms,345ms,56ms,110ms
2380,q-conv-clustered,b,93d95799-3257-409f-9a1f-c4e6b1acbac7,8ddd6e58-3e92-4d74-beeb-f2cab3369c92,129,11,80,582,11ms,280ms,94ms,126ms
2390,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,5c6c74fc-2faf-4ba2-97ad-55d60bc1212a,78,9,82,585,9.6ms,140ms,42ms,74ms
2400,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,4a3710c3-e843-4aed-baa8-b1b1b09fa172,83,12,80,583,9.8ms,166ms,53ms,78ms
2410,q-conv-clustered,b,68b4d330-7ca0-476a-b224-b26bc3176700,57c2cb8f-36d4-4255-8198-176e965adce1,182,17,80,583,11ms,453ms,241ms,178ms
2420,q-conv-clustered,b,34d23bae-68b6-4c1a-b15c-043c8f1c52b9,0229be39-9f43-49f2-b570-65203759db19,146,13,82,584,11ms,229ms,17ms,141ms
2430,q-conv-clustered,b,a89d72ec-512f-4655-8c37-b30e5c5e8ec2,62881fc1-90dd-4ab6-b039-38a392b12762,65,15,82,585,10ms,148ms,63ms,60ms
